item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S11PHS2.1H20,NA,11,S11PHS2.1,"H - A boy throws a baseball three times. (Point to prompt.) Which time did he throw the ball with the most force: A, B, or C?",Which time did he throw the ball with the most force?,A,B,C,c,Boy_Throwing_Ball_ABC.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1H4,NA,11,S11PHS2.1,"H - This graph shows how much force it takes to move objects. (Point to graph in prompt.) Which takes the most force to move: A, B, or C?",Which takes the most force to move?,A,B,C,c,BarGraph_ForceToMoveObjects.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1H5,NA,11,S11PHS2.1,"H - This graph shows the mass of three objects. (Point to graph in prompt.) Which has the most mass: paper clip, rock, or pencil?",Which has the most mass?,paper clip,rock,pencil,b,BarGraph_MassObjects.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1L1,NA,11,S11PHS2.1,"L - Here are three objects. (Point to prompt.) Which is hardest to move: sofa, book, or mug?",Which is hardest to move?,sofa,book,mug,a,Girl_Sofa_Book_Mug.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1L11,NA,11,S11PHS2.1,"L - Here are three objects. (Point to answer choices.)  Objects with more mass take more force to move. Which is the easiest to move: table, teddy bear, or school bus?",Objects with more mass take more force to move. Which is easiest to move?,table,teddy bear,school bus,b,NA,Table2.ai,Teddy_Bear.ai,School_Bus4.ai,Household Objects/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1L16,NA,11,S11PHS2.1,"L - Here are three objects. (Point to answer choices.) Which object requires the most force to move it: baseball, skateboard, or school bus?",Which object requires the most force to move it?,baseball,skateboard,school bus,c,NA,Baseball1.ai,Skateboard.ai,School_Bus4.ai,Sports/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1L17,NA,11,S11PHS2.1,"L - Here are three fruits. (Point to answer choices.) Which fruit requires the most force to move it: strawberry, watermelon, or orange?",Which fruit requires the most force to move it?,strawberry,watermelon,orange,b,NA,Strawberry3.ai,Watermelon6.ai,Orange3.ai,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1L6,NA,11,S11PHS2.1,"L - Here are three objects. (Point to answer choices.) Which takes the most force to move: pillow, refrigerator, or book?",Which takes the most force to move?,pillow,refrigerator,book,b,NA,Pillow1.ai,Refrigerator.ai,Book1.ai,Household Objects/Classroom,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G11_S11PHS2.1L6_intro.mp3,Science_G11_S11PHS2.1L6_stem.mp3,Science_G11_S11PHS2.1L6_a.mp3,Science_G11_S11PHS2.1L6_b.mp3,Science_G11_S11PHS2.1L6_c.mp3,FT,NA,OI,OI,NA,-0.21,NA,0.62,0.62
S11PHS2.1L7,NA,11,S11PHS2.1,"L - Here are three objects. (Point to answer choices.) Which object is easiest to move: chair, desk or feather?",Which object is easiest to move?,chair,desk,feather,c,NA,Chair2.ai,Desk.ai,Feather.ai,Household Objects/Classroom/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1LSAMPLE,NA,11,S11PHS2.1,"L - Here are three objects. (Point to answer choices.) Which is easiest for Joe to move: balloon, bowling ball, or sofa?",Which is easiest for Joe to move?,balloon,bowling ball,sofa,a,Boy_Couch_Balloon_BowlingBall.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1M12,PHS - OI,11,S11PHS2.1,"M - Here is Raheem and his wagon. (Point to the prompt.) If we add rocks to the wagon, how much force will Raheem need to use to pull his wagon: more, less, or the same?","If we add rocks to the wagon, how much force will Raheem need to use to pull his wagon?",more,less,same,a,Boy_Wagon4.ai,NA,NA,NA,People,prompt + graphic,word only,word only,word only,Science_G11_S11PHS2.1M12_intro.mp3,Science_G11_S11PHS2.1M12_stem.mp3,Science_G11_S11PHS2.1M12_a.mp3,Science_G11_S11PHS2.1M12_b.mp3,Science_G11_S11PHS2.1M12_c.mp3,FT,OI,OI,OI,NA,1.39,1.39,1.39,1.39
S11PHS2.1M13,NA,11,S11PHS2.1,"M - Here is a truck pulling a boat and trailer. (Point to the prompt.) How much force will the truck need to use to pull the trailer without the boat: more, less, or the same?",How much force will the truck need to use to pull the trailer without the boat?,more,less,same,b,Truck6.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1M18,NA,11,S11PHS2.1,"M - Here is a boy and three rocks. (Point to answer choices.) Which rock will require the most force to move: A, B, or C?",Which rock will require the most force to move?,A,B,C,a,NA,Boy_Rock1.ai,Boy_Rock3.ai,Boy_Rock2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1M19,NA,11,S11PHS2.1,"M - Here is a boy and three pumpkins. (Point to answer choices.) Which pumpkin will require the most force to move: A, B, or C?",Which pumpkin will require the most force to move?,A,B,C,b,NA,Boy_Pumpkin1.ai,Boy_Pumpkin2.ai,Boy_Pumpkin3.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1M2,NA,11,S11PHS2.1,"M - This girl is pushing a cart. (Point to cart in prompt.) What will happen if she adds more groceries to the cart, will it be: easier, harder, or the same to move?",What will happen if she adds more groceries to the cart?,easier,harder,same,b,Girl_Cart.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1M3,NA,11,S11PHS2.1,"M - This boy is pulling a wagon of bricks. (Point to wagon in prompt.) What will happen if he takes some bricks out of the wagon, will it be: easier, harder, or the same to move?",What will happen if he takes some bricks out of the wagon?,easier,harder,same,a,Boy_Wagon3.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.07,NA,NA,NA
S11PHS2.1M8,NA,11,S11PHS2.1,"M - Here is a plate of food. (Point to prompt.) What will happen if the plate is pushed, will it: disappear, move, or stay in place?",What will happen if the plate is pushed?,disappear,move,stay in place,b,Hand_Salad2.ai,Hand_Shape2.ai,Hand_Salad1.ai,Hand_Salad2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.1M9,NA,11,S11PHS2.1,"M - Here is a ball and cup. (Point to prompt.) What will happen if the ball is rolled at the plastic cup, will the cup be: knocked forward, knocked backward, or stay in place?",What will happen if the ball is rolled at the plastic cup?,forward,backward,stay in place,a,Ball_Cup.ai,Ball_Cup2.ai,Ball_Cup3.ai,Ball_Cup4.ai,Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3H10,NA,11,S11PHS2.3,"H - Here is an egg being dropped. (Point to prompt.) Which will minimize the amount of force at impact: bowl, pillow, or tile?",Here is an egg being dropped. Which will minimize the amount of force at impact?,bowl,pillow,tile,b,Hand_Egg.ai,Bowl5.ai,Pillow1.ai,Tile.ai,People/Household Objects/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3H15,NA,11,S11PHS2.3,"H - This is an airbag. (Point to airbag in prompt.) During a car accident, what does an airbag protect the driver from: electricity, friction, or force?","During a car accident, what does an airbag protect the driver from?",electricity,friction,force,c,Air_Bag.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3H19,NA,11,S11PHS2.3,"H - This person is wearing a seatbelt. (Point to the picture.) How does wearing a seatbelt change the amount of force on a person during a crash, does it: increase, decrease, or stay the same?",How does wearing a seatbelt change the amount of force on a person during a crash?,increase,decrease,stay same,b,Car35.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3H20,NA,11,S11PHS2.3,"H - Here are two football helmets colliding. (Point to prompt.) How does wearing a helmet change the amount of force on players' heads, does it: stay the same, increase or decrease?",How does wearing a helmet  change the amount of force on players' heads?,same,increase,decrease,c,Football3.ai,NA,NA,NA,Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3H5,NA,11,S11PHS2.3,"H - This person is driving a car. (Point to person in prompt.) Which could decrease the amount of force on a person if the car crashes: book, seatbelt, or texting?",Which could decrease the amount of force on a person if the car crashes?,book,seatbelt,texting,b,Car37.ai,Car34.ai,Car35.ai,Car36.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3H9,NA,11,S11PHS2.3,"H - Here are three pictures. (Point to answer choices.) If each ball is rolled with the same amount of force, which will minimize the amount of force at impact with the wall: cement, wood, or grass?","If each ball is rolled with the same amount of force, which will minimize the amount of force at impact with the wall?",cement,wood,grass,c,NA,Ball_Wall1.ai,Ball_Wall2.ai,Ball_Wall3.ai,Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3L1,NA,11,S11PHS2.3,"L - Here are three objects. (Point to answer choices.) Objects moving faster usually have more force. Which has the most force: tree, train, or ball?",Objects moving faster usually have more force. Which has the most force?,tree,train,ball,b,NA,Tree1.ai,Train3.ai,Ball_Stars1.ai,Plants_Outdoors/Transportation/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3L11,NA,11,S11PHS2.3,"L - Here are three objects. (Point to answer choices.) The faster an object is moving, the more force it has. Which has the most force: A, B, or C?","The faster an object is moving, the more force it has. Which has the most force?",A,B,C,b,NA,Bicycle17.ai,Train3.ai,Bed.ai,Transportation/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3L12,NA,11,S11PHS2.3,"L - Here are three objects. (Point to answer choices.) The faster an object is moving, the more force it has. Which object has the least force: A, B, or C?","The faster an object is moving, the more force it has. Which object has the least force?",A,B,C,b,NA,Boy_Running1.ai,Boy_Sitting4.ai,Bird6.ai,People/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3L16,NA,11,S11PHS2.3,"L - Here are three objects. (Point to objects.) Force increases as an object moves faster. Which object is moving with the most force: apple, bed, or car?",Force increases as an object moves faster. Which object is moving with the most force?,apple,bed,car,c,NA,Apple1.ai,Bed.ai,Car39.ai,Food/Household Objects/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3L2,NA,11,S11PHS2.3,"L - Here are three objects. (Point to answer choices.) Objects moving faster usually have more force. Which has the most force: A, B, or C?",Objects moving faster usually have more force. Which has the most force?,A,B,C,c,NA,House1.ai,Soccer7.ai,Plane22.ai,Plants_Outdoors/Sports/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3L6,NA,11,S11PHS2.3,"L - Here are three objects. (Point to objects.) Force increases as an object moves faster.  Which object is moving with the most force: car, chair, or table?",Force increases as an object moves faster.  Which object is moving with the most force?,car,chair,table,a,NA,Car38.ai,Chair4.ai,Table4.ai,Transportation/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.2,NA,NA,NA
S11PHS2.3M13,NA,11,S11PHS2.3,"M - Here is a bird. (Point to bird.) The faster a bird is moving, the more force it has. Which bird has the most force: A, B, or C?","The faster a bird is moving, the more force it has. Which bird has the most force?",A,B,C,c,Bird1.ai,Bird3.ai,Bird7.ai,Bird26.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3M14,NA,11,S11PHS2.3,"M - Here is a person. (Point to person.) The faster a person is moving, the more force they have. Which person is moving with the most force: A, B, or C?","The faster a person is moving, the more force they have. Which person is moving with the most force?",A,B,C,c,NA,Boy_Sitting4.ai,Boy_Walking5.ai,Boy_Running2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3M17,NA,11,S11PHS2.3,"M - Here are three rocks rolling down a hill. (Point to answer choices.) Which rock is rolling with the greatest force: A, B, or C?",Which rock is rolling with the greatest force?,A,B,C,b,NA,Rock1.ai,Rock2.ai,Rock3.ai,Phyics,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3M18,NA,11,S11PHS2.3,"M - Here are three rocks rolling down a hill. (Point to answer choices.) Which rock is rolling with the least force: A, B, or C?",Which rock is rolling with the least force?,A,B,C,a,NA,Rock1.ai,Rock4.ai,Rock3.ai,Phyics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3M3,NA,11,S11PHS2.3,"M - Here are three objects. (Point to answer choices.) Objects moving faster usually have more force. Which has the most force: A, B, or C?",Objects moving faster usually have more force. Which has the most force?,A,B,C,c,NA,Girl_Walking2.ai,Boy_Bicycle2.ai,Plane22.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3M4,NA,11,S11PHS2.3,"M - Here are three objects. (Point to answer choices.) Objects moving faster usually have more force. Which has the most force: A, B, or C?",Objects moving faster usually have more force. Which has the most force?,A,B,C,a,NA,Dump_Truck3.ai,Boy_Bicycle2.ai,Boy_Skateboarding1.ai,Transportation/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3M7,NA,11,S11PHS2.3,"M - Here are three of the same balls.  (Point to prompt.) These balls are dropped from different heights. Which ball will hit the ground with the most force: A, B, or C?",These balls are dropped from different heights.  Which ball will hit the ground with the most force?,A,B,C,b,Ball_ABC.ai,Ball2.ai,Ball2.ai,Ball2.ai,Physics/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3M8,NA,11,S11PHS2.3,"M - Here are three skateboards. (Point to answer choices.) Which skateboard is moving with the most force: A, B, or C?",Which skateboard is moving with the most force?,A,B,C,c,NA,Skateboard3.ai,Skateboard_Hill.ai,Skateboard_Hill2.ai,Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS2.3MSAMPLE,NA,11,S11PHS2.3,"M - Here are three balls. (Point to answer choices.) Objects moving faster usually have more force. Which has the most force: A, B, or C?",Objects moving faster usually have more force. Which has the most force?,A,B,C,b,NA,Ball_Ground.ai,Ball_Hill2.ai,Ball_Hill3.ai,Phyics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3H10,NA,11,S11PHS3.3,"H - Here are three objects. (Point to answer choices.) Which changes electricity to heat: calculator, faucet, or hair-dryer?",Which changes electricity to heat?,calculator,faucet,hair-dryer,c,NA,Calculator2.ai,Faucet9.ai,Hair_Dryer.ai,Classroom/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3H14,PHS - OI,11,S11PHS3.3,"H - Here are three pictures. (Point to answer choices.) Which shows electricity being converted to sound energy: radio, faucet, or lightbulb?",Which shows electricity being converted to sound energy?,radio,faucet,lightbulb,a,NA,Radio3.ai,Faucet10.ai,Lightbulb1.ai,Household Objects,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G11_S11PHS3.3H14_intro.mp3,Science_G11_S11PHS3.3H14_stem.mp3,Science_G11_S11PHS3.3H14_a.mp3,Science_G11_S11PHS3.3H14_b.mp3,Science_G11_S11PHS3.3H14_c.mp3,FT,OI,OI,OI,NA,0.08,0.08,0.08,0.08
S11PHS3.3H15,NA,11,S11PHS3.3,"H - Here are three pictures. (Point to answer choices.) Kinetic energy is energy that is in motion. Which shows electricity being converted to kinetic energy: mp3 player, fan, or lightbulb?",Kinetic energy is energy that is in motion. Which shows electricity being converted to kinetic energy?,mp3 player,fan,lightbulb,b,NA,iPod.ai,Fan.ai,Lightbulb1.ai,Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3H20,PHS - OI,11,S11PHS3.3,"H - Here are three pictures. (Point to answer choices.) Which converts sunlight energy into electricity: solar panel, wind turbine, or burning wood?",Which converts sunlight energy into electricity?,solar panel,wind turbine,burning wood,a,NA,Sun_Solar_Panel2.ai,Wind_Turbine2.ai,Fire2.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.48,NA,NA,NA
S11PHS3.3H4,NA,11,S11PHS3.3,"H - Here are three objects. (Point to answer choices.) Which uses the wind to make electricity: turbine, microscope, or laptop?",Which uses the wind to make electricity?,turbine,microscope,laptop,a,NA,Wind_Turbine2.ai,Microscope.ai,Laptop2.ai,Plants_Outdoors/Biology/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3H5,NA,11,S11PHS3.3,"H - Here are three objects. (Point to prompt.) Which uses moving water to make electricity: solar panel, dam, or television?",Which uses moving water to make electricity?,solar panel,dam,television,b,NA,Solar_Panel.ai,Dam2.ai,TV1.ai,Misc./Plants_Outdoors/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3HSAMPLE,NA,11,S11PHS3.3,"H - Here are three objects. (Point to answer choices.) Which converts sunlight into electricity: desktop computer, magnifying glass, or solar panel?",Which converts sunlight into electricity?,desktop computer,magnifying glass,solar panel,c,NA,Computer1.ai,Mangnifying_Glass.ai,Solar_Panel.ai,Household Objects/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3L1,PHS - OI,11,S11PHS3.3,"L - Here are three objects. (Point to answer choices.) Which is a source of light and heat energy: Moon, tree, or Sun?",Which is a source of light and heat energy?,Moon,tree,Sun,c,NA,Moon4.ai,Tree1.ai,Sun125.ai,Astronomy/Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.86,NA,NA,NA
S11PHS3.3L11,NA,11,S11PHS3.3,"L - Here are three pictures. (Point to answer choices.) Which creates light and heat energy: clock, soap, or fire?",Which creates light and heat energy?,clock,soap,fire,c,NA,Clock2.ai,Soap3.ai,Fire2.ai,Time/Household Objects/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.46,NA,NA,NA
S11PHS3.3L16,NA,11,S11PHS3.3,"L - Here are three pictures. (Point to answer choices.) Which is an example of light energy: tree, lamp, or lake?",Which is an example of light energy?,tree,lamp,lake,b,NA,Tree1.ai,Light1.ai,Lake24.ai,Plants_Outdoors/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3L17,NA,11,S11PHS3.3,"L - Here are three pictures. (Point to answer choices.) Which is an example of heat and light energy:  Sun, rain, or wind?",Which is and example of heat and light energy?,Sun,rain,wind,a,NA,Sun1.ai,Rain2.ai,Wind3.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3L6,NA,11,S11PHS3.3,"L - Here are three objects. (Point to objects.) Which is an example of light energy: lamp, heater, or headphones?",Which is an example of light energy?,lamp,heater,headphones,a,NA,Light1.ai,Speaker2.ai,Head_Phones.ai,Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3L7,NA,11,S11PHS3.3,"L - Here are three objects. (Point to objects.) Which makes sound energy: Moon, light bulb, or radio?",Which makes sound energy?,Moon,light bulb,radio,c,NA,Moon7.ai,Lightbulb2.ai,Radio4.ai,Astronomy/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3M12,NA,11,S11PHS3.3,"M - Here are three pictures. (Point to answer choices.) Which transfers light energy: candle, faucet, or tree?",Which transfers light energy?,candle,faucet,tree,a,NA,Candle1.ai,Faucet10.ai,Tree1.ai,Household Objects/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3M13,NA,11,S11PHS3.3,"M - Here are three pictures. (Point to answer choices.) Which shows a transfer of electrical energy to light energy: A, B, or C?",Which shows a transfer of electrical energy?,A,B,C,a,NA,Light1.ai,Bird4.ai,Candle1.ai,Household Objects/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.25,NA,NA,NA
S11PHS3.3M18,NA,11,S11PHS3.3,"M - Here are three picture. (Point to prompt.) Which is transferring light and heat: A, B, or C?",Which is transferring light and heat?,A,B,C,b,NA,Ceiling_Fan.ai,Sun_Flower.ai,Mug2.ai,Household Objects/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3M19,NA,11,S11PHS3.3,"M - Here are three pictures. (Point to answer choices.) Which is using electrical energy: A, B, or C?",Which is using electrical energy?,A,B,C,c,NA,Wolf.ai,Candle1.ai,Radio3.ai,Animals/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3M2,NA,11,S11PHS3.3,"M - Here is a desert scene. (Point to desert.) Which transfers energy to warm the desert: Sun, airplane, or river?",Which transfers energy to warm the desert?,Sun,airplane,river,a,Desert12.ai,Sun1.ai,Plane22.ai,RIver17.ai,Plants_Outdoors/Weather/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3M3,NA,11,S11PHS3.3,"M - This light bulb helps people see at night. (Point to light bulb.) What kind of energy is transferred into light: sound, electricity, or heat?",This light bulb helps people see at night. What kind of energy is transferred into light?,sound,electricity,heat,b,Girl_Sitting3.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.3M8,NA,11,S11PHS3.3,"M - Here is a pot of boiling water. (Point to prompt.) What type of energy is transferred from the stove to the pot: light, heat, or sound?",What type of energy is transferred from the stove to the pot?,light,heat,sound,b,Boiling_Pot_Stove.ai,NA,NA,NA,Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.37,NA,NA,NA
S11PHS3.3M9,NA,11,S11PHS3.3,"M - Here is a drum. (Point to prompt.) What type of energy is transferred to our ears when hitting the drum: light, heat, or sound?",What type of energy is transferred to our ears when hitting the drum?,light,heat,sound,c,Drum.ai,NA,NA,NA,Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.4H10,NA,11,S11PHS3.4,"H - The Sun transfers heat to rocks that warm lizards. (Point to prompt picture.) On which day will the rocks be the warmest: Tuesday, Wednesday, or Thursday?",Which is the best day for the lizard to bask?,Tuesday,Wednesday,Thursday,a,Lizard_Rock_Sun3.ai,Sun112.ai,Sun113.ai,Sun114.ai,Animals/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.4H15,PHS - OI,11,S11PHS3.4,"H - This oven is transferring heat energy to a pizza. (Point to pizza in oven.) What will happen to the temperature of the pizza, will it get: hotter,  colder, or stay the same?",This oven is transferring heat energy to a pizza.  What will happen to the temperature of the pizza?,hotter,colder,stay same,a,Stove_Pizza.ai,NA,NA,NA,Household Objects,prompt + graphic,word only,word only,word only,Science_G11_S11PHS3.4H15_intro.mp3,Science_G11_S11PHS3.4H15_stem.mp3,Science_G11_S11PHS3.4H15_a.mp3,Science_G11_S11PHS3.4H15_b.mp3,Science_G11_S11PHS3.4H15_c.mp3,FT,OI,OI,OI,NA,0.2,0.2,0.2,0.2
S11PHS3.4H19,NA,11,S11PHS3.4,"H - Here is a graph showing the temperature of a swimming pool. (Point to prompt.) On which day was the pool temperature the warmest: Monday, Tuesday or Wednesday?",On which day was the pool temperature the warmest?,Monday,Tuesday,Wednesday,a,BarGraph_DailyPoolTemp.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11PHS3.4H20,PHS - OI,11,S11PHS3.4,"H - Here is a lake at different times of the year. (Point to prompt.) At which time of the year is the temperature of the lake the coldest: spring, summer, or winter?",At which time of the year is the temperature of the lake the coldest?,spring,summer,winter,c,NA,Rain_Lake_Trees.ai,Lake3.ai,Snow_Lake.ai,Weather/Plants_Outdoors,prompt + graphic,word only,word only,word only,Science_G11_S11PHS3.4H20_intro.mp3,Science_G11_S11PHS3.4H20_stem.mp3,Science_G11_S11PHS3.4H20_a.mp3,Science_G11_S11PHS3.4H20_b.mp3,Science_G11_S11PHS3.4H20_c.mp3,FT,OI,OI,OI,NA,-0.34,-0.34,-0.34,-0.34
S11PHS3.4H5,NA,11,S11PHS3.4,"H - Here are three pictures. (Point to answer choices.) Heat is transferred when it moves from one object to another. Which shows an example of the Sun transferring heat: A, B, or C?",Heat is transferred when it moves from one object to another. Which shows an example of the Sun transferring heat?,A,B,C,b,NA,Cloud11.ai,Cloud_Sun7.ai,Moon_Cloud.ai,Weather/Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
